PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES
-2012,C/2012 SOHO-2288,B.Zhou,C2,  ,
-2012,C/2012 SOHO-2264,B.Zhou,C2,  ,
-2012,C/2012 SOHO-2260,B.Zhou,C2,  ,
-2012,C/2012 SOHO-2249,B.Zhou,C2,  ,
-2012,C/2012 SOHO-2246,B.Zhou,C2 C3,  ,
-2012,C/2012 SOHO-2244,B.Zhou,C3,  ,
-2012,C/2012 SOHO-2233,B.Zhou,C3,  ,
-2012,C/2012 SOHO-2232,B.Zhou,C3,  ,
-2012,C/2012 SOHO-2224,B.Zhou,C3,  ,
-2012,C/2012 SOHO-2223,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2211,B.Zhou,C2 C3,  ,
-2011,C/2011 SOHO-2209,B.Zhou,C2 C3,  ,
-2011,C/2011 SOHO-2206,B.Zhou,C2 C3,  ,
-2011,C/2011 SOHO-2204,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2201,B.Zhou,C2 C3,  ,
-2011,C/2011 SOHO-2200,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2194,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2175,B.Zhou,C2 C3,  ,
-2011,C/2011 SOHO-2172,B.Zhou,C2 C3,  ,
-2011,C/2011 SOHO-2164,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2150,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2148,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2146,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2140,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2139,B.Zhou,C2 C3,  ,
-2011,C/2011 SOHO-2129,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2125,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2124,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2108,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2102,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2092,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2079,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2076,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2075,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2058,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2054,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2053,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2045,B.Zhou,C2 C3,  ,
-2011,C/2011 SOHO-2037,B.Zhou,C2,  ,
-2011,C/2011 SOHO-2028,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2013,B.Zhou,C3,  ,
-2011,C/2011 SOHO-2004,B.Zhou,C2,  ,
-2010,C/2010 SOHO-2002,B.Zhou,C2 C3,,
-2010,C/2010 SOHO-1998,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1995,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1994,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1984,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1981,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1979,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1978,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1971,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1969,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1957,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1956,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1938,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1935,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1934,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1933,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1932,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1930,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1928,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1919,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1909,B.Zhou,C3,  ,
-2010,C/2010 SOHO-1907,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1889,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1888,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1885,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1880,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1871,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1851,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1842,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1841,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1840,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1839,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1820,B.Zhou,C2,  ,
-2010,C/2010 SOHO-1818,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1817,B.Zhou,C2 C3,  ,
-2010,C/2010 SOHO-1803,B.Zhou,C3,  ,
-2010,C/2010 SOHO-1795,B.Zhou,C3,  ,
-2010,C/2010 SOHO-1791,B.Zhou,C3,  ,
-2010,C/2010 SOHO-1790,B.Zhou,C3,  ,
-2010,C/2010 SOHO-1788,B.Zhou,C3,  ,
-2010,C/2010 SOHO-1783,B.Zhou,C2 C3,  ,
2009-12-23.18,C/2009 Y09 SOHO-1769,B.Zhou,C2,0.0084,
2009-12-16.02,C/2009 X17 SOHO-1764,B.Zhou,C2 C3,0.0047,
2009-12-07.47,C/2009 X10 SOHO-1757,B.Zhou,C2,0.0056,
2009-12-06.56,C/2009 X08 SOHO-1755,B.Zhou,C2,0.0057,
2009-12-02.42,C/2009 X02 SOHO-1749,B.Zhou,C2 C3,0.0051,
2009-11-30.24,C/2009 W16 SOHO-1747,B.Zhou,C2,0.0048,
2009-10-31.42,C/2009 U14 SOHO-1721,B.Zhou,C2 C3,0.0056,
2009-10-29.69,C/2009 U13 SOHO-1720,B.Zhou,C2 C3,0.0082,
2009-10-23.18,C/2009 U11 SOHO-1718,B.Zhou,C2 C3,0.0051,
2009-10-22.41,C/2009 U09 SOHO-1716,B.Zhou,C2 C3,0.0025,
2009-10-14.58,C/2009 T11 SOHO-1710,B.Zhou,C2 C3,0.0051,
2009-10-13.22,C/2009 T09 SOHO-1709,B.Zhou,C2,0.0052,
2009-10-12.12,C/2009 T08 SOHO-1708,B.Zhou,C2 C3,0.0067,
-2009,C/2009 SOHO-1774,B.Zhou,C2 C3,  ,
-2009,C/2009 SOHO-1773,B.Zhou,C2 C3,  ,
-2009,C/2009 SOHO-1772,B.Zhou,C2 C3,  ,
-2009,C/2009 SOHO-1689,B.Zhou,C3,,
2009-09-18.51,C/2009 S05 SOHO-1696,B.Zhou,C2 C3,0.0048,
2009-09-08.12,C/2009 R03 SOHO-1693,B.Zhou,C2 C3,0.0049,
2009-08-10.62,C/2009 P04 SOHO-1688,B.Zhou,C3,0.0049,
2009-07-29.98,C/2009 O05 SOHO-1686,B.Zhou,C3,0.0054,
2009-06-27.29,C/2009 M07 SOHO-1681,B.Zhou,C2,0.0052,
2009-06-25.45,C/2009 M05 SOHO-1679,B.Zhou,C2,0.0053,
2009-06-23.39,C/2009 M03 SOHO-1677,B.Zhou,C2 C3,0.0051,
2009-06-22.31,C/2009 M01 SOHO-1675,B.Zhou,C2,0.0050,
2009-06-10.59,C/2009 L14 SOHO-1669,B.Zhou,C2,0.0049,
2009-06-07.72,C/2009 L10 SOHO-1666,B.Zhou,C2,0.0055,
2009-06-01.91,C/2009 L07 SOHO-1670,B.Zhou,C2,0.0066,
2009-06-07.00,C/2009 L06 SOHO-1663,B.Zhou,C2 C3,0.0055,
2009-06-05.216,C/2009 L04 SOHO-1661,B.Zhou,C2 C3,0.00551,
2009-06-01.17,C/2009 K14 SOHO-1659,B.Zhou,C2,0.0087,
2009-05-31.61,C/2009 K13 SOHO-1658,B.Zhou,C2,0.0050,
2009-05-20.94,C/2009 K07 SOHO-1652,B.Zhou,C2 C3,0.0079,
2009-05-17.69,C/2009 K06 SOHO-1651,B.Zhou,C2,0.0069,
2009-05-13.78,C/2009 J11 SOHO-1648,B.Zhou,C2 C3,0.0061,
2009-05-06.62,C/2009 J05 SOHO-1643,B.Zhou,C2,0.0051,
2009-04-24.34,C/2009 H06 SOHO-1635,B.Zhou,C2,0.0048,
2009-04-22.62,C/2009 H05 SOHO-1634,B.Zhou,C2,0.0050,
2009-04-10.70,C/2009 G06 SOHO-1629,B.Zhou,C2,0.0051,
2009-04-02.97,C/2009 G03 SOHO-1626,B.Zhou,C2 C3,0.0053,
2009-03-10.50,C/2009 E05 SOHO-1621,B.Zhou,C2,0.0050,
2009-02-19.76,C/2009 D02 SOHO-1611,B.Zhou,C3,0.0051,
2009-02-09.12,C/2009 C04 SOHO-1609,B.Zhou,C3,0.0065,
2009-01-21.63,C/2009 B08 SOHO-1603,B.Zhou,C3,0.0071,
2008-12-30.44,C/2008 Y15 SOHO-1597,B.Zhou,C2 C3,0.0064,
2008-12-20.11,C/2008 Y04 SOHO-1587,B.Zhou,C2,0.0054,
2008-10-26.72,C/2008 U12 SOHO-1556,B.Zhou,C2,0.0050,
2008-09-13.13,C/2008 R12 SOHO-1529,B.Zhou,C2 C3,0.0055,
2008-09-08.92,C/2008 R11 SOHO-1528,B.Zhou,C3,0.0052,
2008-07-18.34,C/2008 O05 SOHO-1513,B.Zhou,C2 C3,0.0051,
2008-07-08.99,C/2008 N09 SOHO-1510,B.Zhou,C2 C3,0.0049,
2008-07-09.22,C/2008 N08 SOHO-1509,B.Zhou,C2 C3,0.0052,
2008-07-04.529,C/2008 N02 SOHO-1503,B.Zhou,C2 C3 COR2-A COR2-B,0.00473,
2008-06-11.68,C/2008 L09 SOHO-1489,B.Zhou&M.Uchina,C2 C3,0.0051,
2008-03-12.617,C/2008 E09 SOHO-1449,B.Zhou,C2 C3 HI1A,0.00629,
2008-03-01.114,C/2008 D09 SOHO-1445,B.Zhou,C2 C3 HI1A,0.00437,
2008-02-25.08,C/2008 D08 SOHO-1444,B.Zhou,C3 HI1A,0.0054,
2008-02-26.274,C/2008 D07 SOHO-1443,B.Zhou,C3 HI1A,0.00592,
2008-02-08.195,C/2008 C06 SOHO-1437,B.Zhou,C3 HI1A,0.00665,
2008-01-30.60,C/2008 B04 SOHO-1433,B.Zhou,C3,0.0069,
2007-12-30.43,C/2007 Y10 SOHO-1428,B.Zhou,C2 C3 HI1A,0.0051,
2007-11-24.31,C/2007 W07 SOHO-1400,B.Zhou,C2 C3 HI1B,0.0048,
2007-10-11.69,C/2007 T09 SOHO-1367,B.Zhou&T.Hoffman&R.Matson,C2 C3,0.0049,
2007-09-30.93,C/2007 S10 SOHO-1365,B.Zhou,C2 C3 HI1B,0.0049,
2007-09-16.73,C/2007 S03 SOHO-1357,B.Zhou,C3 HI1B,0.0051,
2007-09-14.05,C/2007 R09 SOHO-1355,B.Zhou,C3 HI1B,0.0051,
2007-09-10.55,C/2007 R08 SOHO-1354,B.Zhou,C3 HI1B,0.0087,
2007-07-28.17,C/2007 O04 SOHO-1345,B.Zhou,C3,0.0048,
2007-07-14.15,C/2007 N08 SOHO-1343,B.Zhou,C2 C3,0.0049,
2007-07-12.30,C/2007 N06 SOHO-1341,B.Zhou,C2 C3,0.0053,
2007-06-30.58,C/2007 M10 SOHO-1336,B.Zhou,C2 C3,0.0049,
2007-06-28.00,C/2007 M09 SOHO-1335,B.Zhou,C2,0.0049,
2007-06-25,C/2007 M07 SOHO-1333,B.Zhou,C2,0.0054,
2007-06-25.97,C/2007 M06 SOHO-1332,B.Zhou,C2 C3,0.0058,
2007-06-14.20,C/2007 L10 SOHO-1326,B.Zhou,C2 C3,0.0050,
2007-06-11.57,C/2007 L09 SOHO-1325,B.Zhou,C2,0.0072,
2007-06-11.25,C/2007 L08 SOHO-1324,B.Zhou,C2,0.0071,
2007-06-11.15,C/2007 L07 SOHO-1323,B.Zhou,C2,0.0057,
2007-06-11.17,C/2007 L06 SOHO-1322,B.Zhou,C2,0.0072,
2007-06-08.16,C/2007 L04 SOHO-1320,B.Zhou,C2,0.0048,
2007-06-04.88,C/2007 L01 SOHO-1317,B.Zhou,C2 C3,0.0049,
2007-05-31.50,C/2007 K20 SOHO-1316,B.Zhou&T.Hoffman,C2,0.0049,
2007-05-21.63,C/2007 K14 SOHO-1310,B.Zhou,C2,0.0051,
2007-05-18.68,C/2007 K11 SOHO-1307,B.Zhou,C2,0.0051,
2007-05-18.64,C/2007 K10 SOHO-1306,B.Zhou,C2 C3,0.0055,
2007-05-18.02,C/2007 K09 SOHO-1305,B.Zhou,C2,0.0048,
2007-05-18.00,C/2007 K08 SOHO-1304,B.Zhou,C2 C3,0.0051,
2007-05-17.31,C/2007 K07 SOHO-1303,B.Zhou,C2,0.0081,
2007-05-16.91,C/2007 J12 SOHO-1302,B.Zhou,C2,0.0079,
2007-05-16.84,C/2007 J11 SOHO-1301,B.Zhou,C2,0.0049,
2007-05-14.56,C/2007 J10 SOHO-1300,B.Zhou,C2,0.0052,
2007-05-13.33,C/2007 J08 SOHO-1298,B.Zhou,C2,0.0052,
2007-05-09.60,C/2007 J06 SOHO-1292,B.Zhou,C2,0.0066,
2007-05-07.92,C/2007 J05 SOHO-1291,B.Zhou,C2,0.0051,
2007-05-03.50,C/2007 J02 SOHO-1288,B.Zhou,C2 C3,0.0052,
2007-04-30.92,C/2007 H09 SOHO-1286,B.Zhou,C2,0.0050,
2007-04-30.33,C/2007 H08 SOHO-1285,B.Zhou,C2,0.0051,
2007-04-23.58,C/2007 H07 SOHO-1284,B.Zhou,C2,0.0050,
2007-04-19.28,C/2007 H04 SOHO-1281,B.Zhou,C2,0.0052,
2007-03-28.28,C/2007 F03 SOHO-1277,B.Zhou,C2 C3 HI1A COR2A,0.0082,
2007-03-22.38,C/2007 F02 SOHO-1276,B.Zhou,C2 C3 HI1A COR2A COR2B,0.0049,
2007-03-03.48,C/2007 E04 SOHO-1274,B.Zhou,C3 HI1A,0.0051,
2007-02-06.45,C/2007 C08 SOHO-1265,B.Zhou,C2 C3,0.0052,
2007-02-07.25,C/2007 C06 SOHO-1264,B.Zhou,C2 C3 HI1A COR2A,0.0080,
2006-12-22.53,C/2006 Y6 SOHO-1241,B.Zhou,C2 C3,0.0048,
2006-12-12.90,C/2006 X8 SOHO-1234,B.Zhou,C2,0.0051,
2006-12-10.98,C/2006 X5 SOHO-1231,B.Zhou,C2,0.0050,
2006-11-14.46,C/2006 V9 SOHO-1222,B.Zhou,C2 C3,0.0052,
2006-10-10.70,C/2006 T7 SOHO-1200,B.Zhou,C2,0.0051,
2006-10-12.89,C/2006 T10 SOHO-1206,B.Zhou,C2,0.0051,
2006-05-19.34,C/2006 K8 SOHO-1141,B.Zhou,C2,0.0049,
2006-01-10.63,C/2006 A8 SOHO-1295,B.Zhou,C3,0.0048,
2005-10-24.13,C/2005 U6 SOHO-1036,B.Zhou,C2 C3,0.0056,
2005-10-05.11,C/2005 T7 SOHO-1027,B.Zhou,C2 C3,0.0048,
2005-09-30.66,C/2005 S13 SOHO-1025,B.Zhou,C2 C3,0.0073,
2005-08-31.22,C/2005 Q10 SOHO-1010,B.Zhou,C3,0.0048,
2005-07-13.33,C/2005 N8 SOHO-992,B.Zhou,C3,0.0049,
2005-07-14.08,C/2005 N10 SOHO-994,B.Zhou,C3,0.0058,
2005-06-07.41,C/2005 L9 SOHO-974,B.Zhou,C2 C3,0.0043,
2005-06-10.58,C/2005 L11 SOHO-976,B.Zhou,C2 C3,0.0048,
2005-05-12.10,C/2005 J7 SOHO-955,B.Zhou,C2 C3,0.0049,
2005-05-10.99,C/2005 J6 SOHO-954,B.Zhou,C2 C3,0.0055,
2005-05-15.62,C/2005 J11 SOHO-959,B.Zhou,C2,0.0051,
2005-05-14.94,C/2005 J10 SOHO-958,B.Zhou,C2,0.0051,
2005-04-26.65,C/2005 H8 SOHO-948,B.Zhou,C2,0.0051,
2005-04-12.05,C/2005 G6 SOHO-938,B.Zhou,C2,0.0048,
2005-03-28.99,C/2005 F5 SOHO-934,B.Zhou,C2,0.0051,
2005-03-15.28,C/2005 E9 SOHO-924,B.Zhou,C2,0.0050,
2005-03-15.19,C/2005 E6 SOHO-917,B.Zhou,C2 C3,0.0048,
2005-02-27.92,C/2005 D5 SOHO-913,B.Zhou,C2 C3,0.0056,
2005-02-26.99,C/2005 D4 SOHO-912,B.Zhou,C3,0.0049,
2005-01-31.11,C/2005 B6 SOHO-1294,B.Zhou,C3,0.0051,
2005-01-22.88,C/2005 B5 SOHO-1293,B.Zhou,C3,0.0048,
2004-12-26.39,C/2004 Y5 SOHO-888,B.Zhou,C2 C3,0.0048, 
2004-11-22.19,C/2004 W4 SOHO-876,B.Zhou,C2,0.0050, 
2004-10-17.65,C/2004 U4 SOHO-846,B.Zhou,C2,0.0053, 
2004-10-28.48,C/2004 U12 SOHO-855,B.Zhou,C2,0.0049, 
2004-06-05.62,C/2004 L3 SOHO-795,B.Zhou,C2,0.0050,8380
2004-03-01.80,C/2004 E05 SOHO-1337,B.Zhou,C3,0.0050, 
2004-01-21.42,C/2004 B11 SOHO-1297,B.Zhou,C3,0.0066, 
2004-01-08.64,C/2004 A4 SOHO-1296,B.Zhou,C3,0.0048, 
